id,comercioId,banderaId,banderaDescripcion,comercioRazonSocial,provincia,localidad,direccion,lat,lng,sucursalNombre,sucursalTipo
10-1-43,10,1,Hipermercado Carrefour,INC S.A.,AR-B,Haedo,Dr. Luis Güemes 369,-34.638763,-58.581518,Haedo,Hipermercado
10-1-44,10,1,Hipermercado Carrefour,INC S.A.,AR-H,Resistencia,Av. Ávalos None,-27.4388,-58.987383,Resistencia II,Hipermercado
10-1-45,10,1,Hipermercado Carrefour,INC S.A.,AR-U,Trelew,25 De Mayo 1665,-43.258861,-65.329062,Trelew III,Supermercado
10-1-46,10,1,Hipermercado Carrefour,INC S.A.,AR-T,San Miguel de Tucumán,Av. Catamarca 1116,-26.814605,-65.209515,Tucumán III,Hipermercado
10-1-47,10,1,Hipermercado Carrefour,INC S.A.,AR-B,Martín Coronado,Av. Pdte. J. D. Perón 7055,-34.587243,-58.593697,Martín Coronado,Hipermercado
10-1-48,10,1,Hipermercado Carrefour,INC S.A.,AR-Z,Río Gallegos,Paseo De Los Arrieros 1098,-51.62821,-69.24676099999999,Rio Gallegos II,Hipermercado
10-1-49,10,1,Hipermercado Carrefour,INC S.A.,AR-B,Florencio Varela,Av. Gral. José De San Martín 554,-34.779585,-58.279265,Florencio Varela,Hipermercado
10-1-5,10,1,Hipermercado Carrefour,INC S.A.,AR-C,Ciudad Autónoma de Buenos Aires,Av. Álvarez Jonte 6383,-34.633237,-58.521966000000006,Vélez Sarsfield,Hipermercado
10-1-50,10,1,Hipermercado Carrefour,INC S.A.,AR-X,Quintas de Arguello,Recta Martinolli 7850,-31.346646000000003,-64.269297,Córdoba Recta Martinolli,Hipermercado
10-1-51,10,1,Hipermercado Carrefour,INC S.A.,AR-B,Tigre,Santa María De Las Conchas 4500,-34.406164000000004,-58.619971,Rincon de Milberg,Hipermercado
10-1-52,10,1,Hipermercado Carrefour,INC S.A.,AR-B,Lomas de Zamora,Las Heras 1163,-34.748145,-58.411227,Banfield,Hipermercado
10-1-53,10,1,Hipermercado Carrefour,INC S.A.,AR-Q,Neuquén,Antártida Argentina 3600,-38.94682,-68.110433,Neuquén Antártida Argentina,Hipermercado
10-1-54,10,1,Hipermercado Carrefour,INC S.A.,AR-X,Villa Allende Lomas,Av. Río De Janeiro 1787,-31.300019,-64.276462,Córdoba Villa Allende,Hipermercado
10-1-55,10,1,Hipermercado Carrefour,INC S.A.,AR-P,Formosa,Av. Gustnisky 2040,-26.190381,-58.187564,Formosa La Rural,Hipermercado
10-1-56,10,1,Hipermercado Carrefour,INC S.A.,AR-B,Glew,Av. Hipólito Yrigoyen 20260,-34.883091,-58.38823000000001,Glew,Hipermercado
10-1-57,10,1,Hipermercado Carrefour,INC S.A.,AR-B,Tandil,Av. Del Valle 324,-37.31454,-59.147927,Tandil III,Hipermercado
10-1-58,10,1,Hipermercado Carrefour,INC S.A.,AR-B,Balcarce,Av. San Martín 405,-37.833135,-58.237878,Balcarce,Hipermercado
10-1-6,10,1,Hipermercado Carrefour,INC S.A.,AR-C,Ciudad Autónoma de Buenos Aires,Jerónimo Salguero 3212,-34.574635,-58.403801,Salguero,Hipermercado
10-1-63,10,1,Hipermercado Carrefour,INC S.A.,AR-Z,Santa Cruz,Humberto Beghin 762,-46.444906,-67.533789,Caleta Olivia,Hipermercado
10-1-7,10,1,Hipermercado Carrefour,INC S.A.,AR-B,Quilmes,Av. La Plata 1400,-34.735911,-58.277988,Quilmes,Hipermercado
10-1-8,10,1,Hipermercado Carrefour,INC S.A.,AR-B,La Plata,Camino Gral. Belgrano None,-34.893654999999995,-57.996156000000006,La Plata,Hipermercado
10-1-9,10,1,Hipermercado Carrefour,INC S.A.,AR-X,Villa Urquiza,Av. Colón 4880,-31.393915000000003,-64.242835,Córdoba Colon,Hipermercado
10-2-101,10,2,Market,INC S.A.,AR-B,Avellaneda,Av. Belgrano 422,-34.661465,-58.368212,Avellaneda II,Supermercado
10-2-109,10,2,Market,INC S.A.,AR-B,La Plata,Calle 7 767,-34.913497,-57.951821,La Plata I,Supermercado
10-2-110,10,2,Market,INC S.A.,AR-W,Corrientes,Junín 1336,-27.467798,-58.83402099999999,Corrientes Junin,Hipermercado
10-2-114,10,2,Market,INC S.A.,AR-B,Bahía Blanca,Brown 51,-38.72041,-62.26794200000001,Bahia Blanca I,Supermercado
10-2-115,10,2,Market,INC S.A.,AR-C,Ciudad Autónoma de Buenos Aires,Av. Rivadavia 6538,-34.627423,-58.45817,Flores,Supermercado
10-2-116,10,2,Market,INC S.A.,AR-C,Ciudad Autónoma de Buenos Aires,Av. Santa Fe 1954,-34.595813,-58.395425,Av. Santa Fe 1954,Supermercado
10-2-118,10,2,Market,INC S.A.,AR-C,Ciudad Autónoma de Buenos Aires,Vicente López 1676,-34.591951,-58.389726,Vicente López 1676,Hipermercado
10-2-119,10,2,Market,INC S.A.,AR-X,Río Cuarto,Sobremonte 902,-33.125271000000005,-64.349014,Río Cuarto,Supermercado
10-2-120,10,2,Market,INC S.A.,AR-C,Ciudad Autónoma de Buenos Aires,Av. Cabildo 2441,-34.558821,-58.459349,Belgrano Cabildo,Supermercado
10-2-122,10,2,Market,INC S.A.,AR-Y,Jujuy,Belgrano 823,-24.185348,-65.304604,Jujuy,Hipermercado
10-2-125,10,2,Market,INC S.A.,AR-E,Paraná,Uruguay 35,-31.730408,-60.528649,Parana Uruguay,Supermercado
10-2-130,10,2,Market,INC S.A.,AR-B,Mar del Plata,Catamarca 1965,-37.998923,-57.553648,Mar del Plata Centro,Supermercado
10-2-132,10,2,Market,INC S.A.,AR-K,San Fernando del Valle de Catamarca,Rivadavia 945,-28.472753000000004,-65.77843399999999,Catamarca II,Supermercado
10-2-134,10,2,Market,INC S.A.,AR-B,Tandil,9 De Julio 548,-37.326474,-59.135087,Tandil II,Supermercado
10-2-135,10,2,Market,INC S.A.,AR-F,La Rioja,25 De Mayo 151,-29.411481,-66.856755,La Rioja,Supermercado
10-2-137,10,2,Market,INC S.A.,AR-D,San Luis,Pringles 963,-33.302748,-66.336848,San Luis,Supermercado
10-2-138,10,2,Market,INC S.A.,AR-E,Concordia,Entre Ríos 635,-31.396866,-58.01860300000001,Concordia II,Supermercado
10-2-141,10,2,Market,INC S.A.,AR-P,Formosa,España 198,-26.18141,-58.166895,Formosa,Hipermercado
10-2-143,10,2,Market,INC S.A.,AR-Z,Río Gallegos,Av. Dr. Néstor Kirchner 742,-51.62268,-69.21284,Río Gallegos,Hipermercado
10-2-144,10,2,Market,INC S.A.,AR-B,La Plata,Calle 12 1200,-34.923010999999995,-57.94993100000001,La Plata II,Supermercado
10-2-146,10,2,Market,INC S.A.,AR-U,Trelew,9 De Julio 194,-43.251438,-65.30959200000001,Trelew II,Supermercado
10-2-148,10,2,Market,INC S.A.,AR-C,Ciudad Autónoma de Buenos Aires,Av. Rivadavia 999,-34.608259000000004,-58.38053299999999,9 de Julio,Supermercado
10-2-150,10,2,Market,INC S.A.,AR-C,Ciudad Autónoma de Buenos Aires,Santa Fe 3368,-34.587468,-58.412707,Vidt,Supermercado
10-2-151,10,2,Market,INC S.A.,AR-C,Ciudad Autónoma de Buenos Aires,Av. Rivadavia 2243,-34.609491,-58.398323,Uriburu,Supermercado
10-2-154,10,2,Market,INC S.A.,AR-B,Lanús,Av. Hipólito Yrigoyen 4435,-34.706014,-58.3919,Lanús,Supermercado
10-2-165,10,2,Market,INC S.A.,AR-U,Puerto Madryn,28 De Julio 136,-42.766295,-65.035411,Puerto Madryn II,Supermercado
10-2-167,10,2,Market,INC S.A.,AR-Y,Jujuy,Balcarce 408,-24.184117,-65.305676,Jujuy I,Hipermercado
10-2-168,10,2,Market,INC S.A.,AR-Y,Jujuy,Av. 19 De Abril 779,-24.18892,-65.303701,Jujuy II,Supermercado
10-2-176,10,2,Market,INC S.A.,AR-T,San Miguel de Tucumán,24 De Septiembre 653,-26.830652,-65.206887,Tucumán I,Supermercado
10-2-177,10,2,Market,INC S.A.,AR-T,San Miguel de Tucumán,San Martín 344,-26.830278000000003,-65.20201,Tucumán II,Supermercado
10-2-181,10,2,Market,INC S.A.,AR-E,Paraná,Santa Fe 606,-31.722868,-60.529162,Parana Parque,Supermercado
10-2-182,10,2,Market,INC S.A.,AR-C,Ciudad Autónoma de Buenos Aires,Juramento 2971,-34.5651,-58.462056,Juramento,Supermercado
10-2-184,10,2,Market,INC S.A.,AR-L,Santa Rosa,Spinetto 1230,-36.604293,-64.280899,Santa Rosa II,Supermercado
10-2-187,10,2,Market,INC S.A.,AR-B,Escobar,Gelves 530,-34.344292,-58.78936899999999,Escobar,Supermercado
10-2-189,10,2,Market,INC S.A.,AR-C,Ciudad Autónoma de Buenos Aires,Av. Corrientes 1160,-34.603902000000005,-58.383077,Av. Corrientes,Supermercado
10-2-191,10,2,Market,INC S.A.,AR-B,Mar del Plata,Córdoba 1830,-38.000667,-57.547721,Mar del Plata III,Supermercado
10-2-195,10,2,Market,INC S.A.,AR-C,Ciudad Autónoma de Buenos Aires,Olazábal 4734,-34.574379,-58.482128,Olazabal,Supermercado
10-2-198,10,2,Market,INC S.A.,AR-C,Ciudad Autónoma de Buenos Aires,Av. Cabildo 3190,-34.553168,-58.46576999999999,Núñez,Supermercado
10-2-201,10,2,Market,INC S.A.,AR-B,Carapachay,Independencia 3067,-34.527628,-58.535824,Carapachay,Supermercado
10-2-202,10,2,Market,INC S.A.,AR-B,San Isidro,Av. Juan Segundo Fernández 1235,-34.480984,-58.553074,San Isidro La Florida,Supermercado
10-2-203,10,2,Market,INC S.A.,AR-B,Chilavert,Lacroze 5910,-34.541198,-58.563095,Chilavert,Supermercado
10-2-205,10,2,Market,INC S.A.,AR-B,Ciudad Jardín del Palomar,De Los Ceibos 233,-34.603431,-58.592464,Palomar,Supermercado
10-2-206,10,2,Market,INC S.A.,AR-C,Ciudad Autónoma de Buenos Aires,Beruti 2951,-34.590140000000005,-58.405533,Barrio Norte,Hipermercado
10-2-208,10,2,Market,INC S.A.,AR-B,Campana,Av. Mitre 1085,-34.162738,-58.965513,Campana Centro,Supermercado
10-2-209,10,2,Market,INC S.A.,AR-B,Martínez,Av. Del Libertador 13060,-34.49027,-58.484964,Martinez (Libertador),Supermercado
10-2-211,10,2,Market,INC S.A.,AR-B,Martínez,Sáenz Valiente 206,-34.487198,-58.505871,Martínez (Italia),Hipermercado
10-2-212,10,2,Market,INC S.A.,AR-B,Villa Ballester,América 4006,-34.55729,-58.550437,Malaver - Villa Ballester,Supermercado
10-2-215,10,2,Market,INC S.A.,AR-C,Ciudad Autónoma de Buenos Aires,Av. Raúl Scalabrini Ortíz 3128,-34.58052,-58.410332,Palermo Canning,Supermercado
10-2-216,10,2,Market,INC S.A.,AR-B,Vicente López,Av. Maipú 940,-34.529452,-58.48077900000001,Vicente López - Maipú,Hipermercado
10-2-218,10,2,Market,INC S.A.,AR-B,Hurlingham,Av. Vergara 4121,-34.591972,-58.636447,Hurlingham,Hipermercado
10-2-221,10,2,Market,INC S.A.,AR-B,Tigre,Almirante Brown 371,-34.433161,-58.565723,Tigre,Supermercado
10-2-226,10,2,Market,INC S.A.,AR-B,Martínez,Santa Fe 2349,-34.492689,-58.499192,Martínez (Edison),Supermercado
10-2-228,10,2,Market,INC S.A.,AR-C,Ciudad Autónoma de Buenos Aires,Av. Elcano 3380,-34.575419000000004,-58.45973100000001,Colegiales (Elcano),Hipermercado
10-2-237,10,2,Market,INC S.A.,AR-C,Ciudad Autónoma de Buenos Aires,Av. Nazca 2951,-34.602094,-58.489299,Villa del Parque,Supermercado
10-2-243,10,2,Market,INC S.A.,AR-E,Paraná,San Juan 609,-31.726740000000003,-60.524157,Paraná (San Juan),Supermercado
10-2-244,10,2,Market,INC S.A.,AR-E,Paraná,Hipólito Yrigoyen 223,-31.737845,-60.52474100000001,Paraná (Yrigoyen),Supermercado
10-2-249,10,2,Market,INC S.A.,AR-E,Paraná,Av. De Las Américas 1731,-31.748447,-60.52494599999999,Paraná (Avenida de las Américas),Supermercado
10-2-252,10,2,Market,INC S.A.,AR-B,Acassuso,Av. Del Libertador 14893,-34.476587,-58.497758,Acassuso,Supermercado
10-2-253,10,2,Market,INC S.A.,AR-B,Olivos,Av. Maipú 3393,-34.504534,-58.49384300000001,Olivos (Maipú),Supermercado
10-2-254,10,2,Market,INC S.A.,AR-B,San Isidro,Diego Carman 451,-34.495405,-58.545723,San Isidro - D. Carman,Supermercado
10-2-255,10,2,Market,INC S.A.,AR-B,Pergamino,Bvard. Rocha 1352,-33.902945,-60.568849,Pergamino II,Supermercado
10-2-256,10,2,Market,INC S.A.,AR-B,San Nicolás,Av. Moreno 10,-33.335962,-60.222474,San Nicolás II,Supermercado
10-2-258,10,2,Market,INC S.A.,AR-C,Ciudad Autónoma de Buenos Aires,Av. Mosconi 2861,-34.585933000000004,-58.501809,Villa Pueyrredon,Supermercado
10-2-262,10,2,Market,INC S.A.,AR-E,Paraná,Gral. José María Paz 1303,-31.741747,-60.541261,Parana J M Paz,Supermercado
10-2-263,10,2,Market,INC S.A.,AR-E,Paraná,Santos Domínguez 808,-31.754009000000003,-60.511242,Parana Rocamora,Supermercado
10-2-264,10,2,Market,INC S.A.,AR-E,Paraná,México 404,-31.725619,-60.53368100000001,Paraná (México),Supermercado
10-2-266,10,2,Market,INC S.A.,AR-E,Paraná,Av. Don Bosco None,-31.734176,-60.507412,Paraná (Don Bosco),Supermercado
10-2-272,10,2,Market,INC S.A.,AR-B,San Fernando,Av. Pdte. Tte. Gral. J. D. Perón 1350,-34.441795,-58.553738,San Fernando II,Supermercado
10-2-277,10,2,Market,INC S.A.,AR-C,Ciudad Autónoma de Buenos Aires,Av. Raúl Scalabrini Ortíz 1840,-34.589507,-58.422997,Palermo Soler,Supermercado
10-2-278,10,2,Market,INC S.A.,AR-B,José León Suárez,Rosas 1271,-34.518899,-58.569421,José León Suárez,Supermercado
10-2-282,10,2,Market,INC S.A.,AR-M,Mendoza,Av. Colón 324,-32.894355,-68.845102,Mendoza Colón,Supermercado
10-2-283,10,2,Market,INC S.A.,AR-M,Mendoza,Av. Las Heras 306,-32.885582,-68.84228,Mendoza Las Heras,Supermercado
10-2-285,10,2,Market,INC S.A.,AR-M,Mendoza,Av. San Martín 1333,-32.888123,-68.838726,Mendoza Tunuyán,Supermercado
10-2-286,10,2,Market,INC S.A.,AR-M,Tupungato,Avenida Belgrano 1170,-33.364039,-69.144079,Mendoza Tupungato,Supermercado
10-2-287,10,2,Market,INC S.A.,AR-M,Mendoza,Suipacha 556,-32.877586,-68.855222,Mendoza Suipacha,Supermercado
10-2-288,10,2,Market,INC S.A.,AR-M,Mendoza,Jorge A. Calle 631,-32.868658,-68.852646,Mendoza Sexta,Supermercado
10-2-289,10,2,Market,INC S.A.,AR-M,Luján de Cuyo,Azcuénaga 51,-33.036676,-68.878842,Mendoza Luján de Cuyo,Supermercado
10-2-290,10,2,Market,INC S.A.,AR-M,Godoy Cruz,Beltrán 2078,-32.903094,-68.852428,Mendoza Bombal,Supermercado
10-2-293,10,2,Market,INC S.A.,AR-T,San Miguel de Tucumán,25 De Mayo 346,-26.826229,-65.203784,Tucumán IV,Supermercado
10-2-295,10,2,Market,INC S.A.,AR-X,Alto Verde,Bvard. Granaderos 2906,-31.374529,-64.21385500000001,Córdoba Granaderos,Supermercado
10-2-296,10,2,Market,INC S.A.,AR-B,Olavarría,Av. Del Valle 4379,-36.908071,-60.314098,Olavarría II,Supermercado
10-2-381,10,2,Market,INC S.A.,AR-C,Ciudad Autónoma de Buenos Aires,Av. Córdoba 2529,-34.598762,-58.403084,Recoleta II,Supermercado
10-2-384,10,2,Market,INC S.A.,AR-C,Ciudad Autónoma de Buenos Aires,Av. Corrientes 5645,-34.595995,-58.44289499999999,Villa Crespo,Supermercado
10-2-385,10,2,Market,INC S.A.,AR-C,Ciudad Autónoma de Buenos Aires,Av. Independencia 456,-34.617218,-58.372441,San Telmo,Supermercado
10-2-386,10,2,Market,INC S.A.,AR-C,Ciudad Autónoma de Buenos Aires,Av. Belgrano 1160,-34.613219,-58.382776,Monserrat,Supermercado
10-2-387,10,2,Market,INC S.A.,AR-C,Ciudad Autónoma de Buenos Aires,Av. Cabildo 4047,-34.546335,-58.470108,Núñez II,Supermercado
10-2-388,10,2,Market,INC S.A.,AR-B,Adrogué,Seguí 849,-34.799052,-58.395114,Adrogué,Supermercado
10-2-389,10,2,Market,INC S.A.,AR-C,Ciudad Autónoma de Buenos Aires,Av. Santa Fe 5234,-34.575946,-58.433486,Carranza,Supermercado
10-2-390,10,2,Market,INC S.A.,AR-C,Ciudad Autónoma de Buenos Aires,Av. Rivadavia 5973,-34.623596,-58.449251,Caballito,Supermercado
10-2-490,10,2,Market,INC S.A.,AR-C,Ciudad Autónoma de Buenos Aires,Av. Córdoba 1631,-34.599232,-58.390542,Recoleta I,Supermercado
